ID,Question
C071,"次の文を読み、69～71 の問いに答えよ。
72 歳の女性。物忘れのため心配した夫に伴われて来院した。
現病歴　：　1 年前から、時折、財布の中にある金額があわないと訴えることがあっ
た。半年前から「家に知らない子どもが遊びに来ているが、挨拶をしてくれない」と
いう発言を繰り返すようになった。物忘れが徐々に悪化するため受診した。気分の
落ち込みはなく、趣味のガーデニングは楽しめている。睡眠障害と睡眠中の行動異
常を認めない。夫によると、知らない子どもが家に遊びに来たことはないという。
既往歴　：　25 歳時に異所性妊娠で手術。
生活歴　：　喫煙歴はない。飲酒は機会飲酒。夫と同居。車で 30 分の距離に長女夫
婦が住んでいる。
家族歴　：　父親は肺炎、母親は脳梗塞で死亡。
現　症　：　意識は清明。意思疎通は可能で、礼節は保たれている。身長 157 cm、
体重 52 kg。体温 36.2 ℃。脈拍 88/分、整。血圧 132/76 mmHg。呼吸数 12/分。
心音と呼吸音とに異常を認めない。腹部に異常を認めない。歩行は前傾姿勢で、歩
幅はやや小刻みである。脳神経系に異常を認めない。四肢筋力は正常だが、四肢に
歯車様筋強剛を認める。腱反射は正常で、運動失調、感覚障害を認めない。
検査所見　：　尿 所 見：蛋 白（－）、糖（－）。血 液 所 見：赤 血 球 438 万、Hb 13.2
g/dL、Ht 40 %、白血球 5,800、血小板 18 万。血液生化学所見：AST 26 U/L、
ALT 18 U/L、LD 162 U/L（基準 124～222）、γ-GT 16 U/L（基準 9 ～32）、アンモニ
ア 22 μg/dL（基準 18～48）、尿素窒素 16 mg/dL、クレアチニン 0.7 mg/dL、血糖
96 mg/dL、Na 142 mEq/L、K 4.2 mEq/L、Cl 98 mEq/L。CRP 0.1 mg/dL。頭部
単純 MRI では大脳皮質の萎縮を認める。この患者の今後について、アドバンス・ケア・プランニング〈ACP〉を行う方針
となった。
誤っているのはどれか。
ａ　多職種で支援する。
ｂ　患者より夫の意向を優先する。
ｃ　話し合った内容を記録に残す。
ｄ　患者が話しやすい環境を整える。
ｅ　患者の意思を繰り返し確認する。"
C072,"次の文を読み、72～74 の問いに答えよ。
78 歳の男性。意識混濁のため救急車で搬入された。
現病歴　：　8 年前の健康診断で高血糖を指摘されたが、そのままにしていた。半年
前から体重が 10 kg 以上減少した。口渇を自覚し疲れやすくなったため、ジュース
や栄養ドリンクをよく飲むようになった。 2 日前から微熱と倦怠感の訴えがあり、
一日中ベッドで横になっていた。本日、家族の呼びかけに応答しなくなったため家
族が救急車を要請した。
既往歴　：　25 歳時に肝炎。
生活歴　：　喫煙歴はない。飲酒は機会飲酒。
家族歴　：　長男が糖尿病で治療中である。
現　症　：　意識レベルは JCSⅡ-10。身長 168 cm、体重 51 kg。体温 37.2 ℃。心拍
数 92/分、整。血圧 100/64 mmHg。呼吸数 16/分。SpO2 98 %（room air）。対光反
射は両側ともに迅速である。咽頭は腫脹や発赤を認めない。頸静脈の怒張を認めな
い。心音と呼吸音とに異常を認めない。腹部は平坦、軟で、肝・脾を触知しない。
腸雑音を聴取しない。腱反射は低下している。
検査所見　：　尿所見：蛋白（－）、糖 4 ＋、ケトン体（－）、潜血（－）。血液所見：赤
血球 552 万、Hb 15.0 g/dL、Ht 48 %、白血球 10,600、血小板 35 万。血液生化学
所見：総蛋白 8.2 g/dL、アルブミン 4.0 g/dL、総ビリルビン 1.0 mg/dL、直接ビ
リルビン 0.2 mg/dL、AST 38 U/L、ALT 40 U/L、LD 208 U/L（基準 124～222）、
ALP 112 U/L（基準 38～113）、γ-GT 84 U/L（基準 13～64）、アミラーゼ 120 U/L（基
準 44～132）、CK 162 U/L（基準 59～248）、尿素窒素 42 mg/dL、クレアチニン 1.8
mg/dL、尿酸 10.8 mg/dL、血糖 936 mg/dL、HbA1c 13.0 %（基準 4.9～6.0）、総
コレステロール 262 mg/dL、トリグリセリド 280 mg/dL、血清総ケトン体 150
μmol/L（基準 130 以下）、Na 137 mEq/L、K 5.0 mEq/L、Cl 102 mEq/L。CRP 0.5
mg/dL。12 誘導心電図で異常を認めない。胸部エックス線写真で心胸郭比 46 %。
72 この患者で認める可能性の高い身体所見はどれか。
ａ　眼球陥凹
ｂ　手指振戦
ｃ　下腿の圧痕性浮腫
ｄ　呼気のアセトン臭
ｅ　足母趾基部の発赤腫脹"
D001,"前庭神経炎で正しいのはどれか。
ａ　再発することが多い。
ｂ　垂直性の眼振を認める。
ｃ　頭痛をともなう。
ｄ　難聴をともなう。
ｅ　吐き気をともなう。"
D002,"ウイルス発見以後、アフリカ各地で流行が繰り返されてきた。感染者の体液に触
れるとウイルスが傷口や粘膜から体内に入り感染する。発熱、倦怠感、頭痛、筋肉
痛と咽頭痛などに続いて嘔吐や下痢が出現する。病状回復後も精液内にウイルスが
残存することがある。過去の流行における平均の致死率は約 50 % である。
このウイルスはどれか。
ａ　エボラウイルス
ｂ　ジカウィルス
ｃ　新型コロナウィルス
ｄ　デングウイルス
ｅ　ポリオウイルス"
D003,"電気ショックが直ちに必要な心電図所見はどれか。
ａ　心静止
ｂ　心房細動
ｃ　無脈性心室頻拍
ｄ　完全房室ブロック
ｅ　無脈性電気活動〈PEA〉"
D004,"小児のチック症で正しいのはどれか。
ａ　男性に多い。
ｂ　思春期に好発する。
ｃ　緩徐な運動症状が多い。
ｄ　症状は睡眠時に多くみられる。
ｅ　生涯にわたり症状が続くことが多い。"
D005,"成人の鼠径ヘルニアで正しいのはどれか。
ａ　高齢女性に多い。
ｂ　外ヘルニアである。
ｃ　内鼠径ヘルニアの頻度が高い。
ｄ　腹膜鞘状突起の閉鎖不全が原因である。
ｅ　開腹手術の既往はリスクファクターである。"
D006,"成人男性の急性腎盂腎炎をきたす原因で最も頻度が高いのはどれか。
ａ　性感染症
ｂ　過活動膀胱
ｃ　糖尿病腎症
ｄ　間質性膀胱炎
ｅ　尿管嵌頓結石"
D007,"我が国において、血液透析に比較して腹膜透析で正しいのはどれか。
ａ　患者数は少ない。
ｂ　食事制限は厳しい。
ｃ　自宅での施行は困難である。
ｄ　動静脈シャント造設を要する。
ｅ　不均衡症候群を起こしやすい。"
D008,"急性呼吸窮迫症候群〈ARDS〉の病態で正しいのはどれか。
ａ　気道抵抗低下
ｂ　肺血管抵抗低下
ｃ　肺内シャント減少
ｄ　肺コンプライアンス増加
ｅ　肺サーファクタント減少"
D009,"原発性硬化性胆管炎に合併することが多いのはどれか。
ａ　虚血性腸炎
ｂ　偽膜性腸炎
ｃ　大腸憩室炎
ｄ　潰瘍性大腸炎
ｅ　過敏性腸症候群"
D010,"眼窩吹き抜け骨折で起こりにくいのはどれか。
ａ　複　視
ｂ　鼻出血
ｃ　嗅覚障害
ｄ　眼球上転障害
ｅ　頰部知覚障害"
D011,"重症複合免疫不全症で正しいのはどれか。
ａ　全身のリンパ節が腫大する。
ｂ　ウィルスへの免疫は保たれる。
ｃ　顕性遺伝（優性遺伝）の形式をとる。
ｄ　血清免疫グロブリンは正常範囲である。
ｅ　生後間もなくから体重増加は不良となる。"
D018,"32 歳の女性（ 0 妊 0 産）。無月経を主訴に来院した。初経は 13 歳。月経周期は順
調であったが、29 歳から月経不順があり、31 歳から無月経となり産婦人科を受診
した。 6 か月前から頭痛を自覚し、 2 か月前から頭痛の頻度と強さが増加した。身
長 165 cm、体重 55 kg。体温 36.3 ℃。脈拍 64/分、整。血圧 120/67 mmHg。呼吸
数 18/分。乳房は発達している。外性器は女性型で、陰毛・腋毛を認める。血液所
見：赤血球 350 万、Hb 12.1 g/dL、Ht 33 %、白血球 3,700、血小板 31 万。血液生
化学所見：TSH 2.3 μU/mL（基準 0.2～4.0）、プロラクチン 125 ng/mL（基準 15 以
下）、hCG＜0.5 IU/L（基準 1.0 以下）。経腟超音波検査で子宮の大きさは正常だが
子宮内膜は薄い。卵巣は正常大で、内部に小卵胞を認める。
次に行うべき画像検査はどれか。
ａ　腹部 CT
ｂ　FDG-PET
ｃ　下垂体 MRI
ｄ　マンモグラフィ
ｅ　甲状腺超音波検査"
D019,"73 歳の女性。筋力低下と嚥下困難を主訴に来院した。 2 か月前から階段昇降が
困難になり、 1 か月前から布団の上げ下ろしができなくなった。 2 週間前から上眼
瞼の浮腫および全身の紅斑が出現し、 7 日前からむせのため食事摂取が困難になっ
たため受診した。意識は清明。身長 154 cm、体重 40 kg。体温 37.5 ℃。脈拍
96/分、整。血圧 134/70 mmHg。呼吸数 16/分。SpO2 97 %（room air）。上眼瞼に
淡い浮腫性紅斑および両手指の関節背面に紅色丘疹を認める。両耳介、前頸部、背
部、上肢伸側および臀部外側に紅斑を認める。心音と呼吸音とに異常を認めない。
表在リンパ節腫大を認めない。四肢近位筋に対称性筋力低下を認める。四肢に感覚
異常を認めない。尿所見に異常を認めない。血液所見：赤血球 372 万、Hb 11.3
g/dL、Ht 33 %、白血球 5,900（好中球 75 %、好酸球 1 %、単球 12 %、リンパ球
12 %）、血小板 26 万。血液生化学所見：総蛋白 5.6 g/dL、アルブミン 3.0 g/dL、
AST 108 U/L、 ALT 79 U/L、 LD 628 U/L（基 準 124～222）、 γ-GT 30 U/L（基 準
9 ～32）、CK 1,620 U/L（基準 41～153）、尿素窒素 12 mg/dL、クレアチニン 0.4
mg/dL、血 糖 111 mg/dL、TSH 3.8 μU/mL（基 準 0.2～4.0）、FT3 2.7 pg/mL（基
準 2.3～4.3）、FT4 1.1 ng/dL（基準 0.8～2.2）。免疫血清学所見：CRP 0.8 mg/dL、
抗 TIF1-γ 抗体陽性。胸部エックス線写真に異常を認めない。
この患者で最も注意すべき合併症はどれか。
ａ　肝不全
ｂ　悪性腫瘍
ｃ　間質性肺炎
ｄ　急性腎障害
ｅ　膀胱直腸障害"
D020,"80 歳の女性。脳梗塞後、誤嚥性肺炎で入院となった。抗菌薬を 7 日間投与した。
肺炎は軽快傾向にあるが、 1 日 10 回以上の水様性下痢が出現した。意識は清明。
身長 154 cm、体重 43 kg。体温 37.3 ℃。脈拍 72/分、整。血圧 136/80 mmHg。呼
吸数 18/分。SpO2 97 %（room air）。心音と呼吸音とに異常を認めない。腹部は平
坦で、下腹部に軽い圧痛あり。血液所見：赤血球 380 万、Hb 11.0 g/dL、白血球
10,100、血小板 21 万。血液生化学所見：総蛋白 7.3 g/dL、アルブミン 3.9 g/dL、
総ビリルビン 0.8 mg/dL、AST 30 U/L、ALT 35 U/L、LD 140 U/L（基準 124～
222）、γ-GT 30 U/L（基準 9 ～32）、アミラーゼ 100 U/L（基準 44～132）、尿素窒素
12 mg/dL、クレアチニン 0.8 mg/dL、血糖 98 mg/dL。CRP 1.2 mg/dL。腹部エッ
クス線写真で異常を認めない。
この時点で実施すべき検査はどれか。
ａ　便潜血
ｂ　便培養
ｃ　尿素呼気試験
ｄ　便中 CD トキシン
ｅ　α1 アンチトリプシン試験"
D022,"65 歳の男性。健康診査の腹部超音波検査で異常を指摘され来院した。 2 年前の
健康診査で肝機能異常を指摘されていたが、自覚症状はないため検査は受けていな
い。既往歴に特記すべきことはない。自営業。喫煙歴は 20 本/日を 20 年間。飲酒
はビール 350 mL/週を 45 年間。母親が肝癌で死亡。身長 170 cm、体重 70 kg。脈
拍 96/分、整。血圧 144/90 mmHg。心音と呼吸音とに異常を認めない。腹部は右
季肋下に肝を 2 cm 触知する。血液生化学所見：総ビリルビン 0.8 mg/dL、
AST 90 U/L、ALT 85 U/L、γ-GT 60 U/L（基準 13～64）、空腹時血糖 98 mg/dL、
HbA1c 5.6 %（基準 4.9～6.0）、トリグリセリド 160 mg/dL、HDL コレステロール
36 mg/dL、α-フェトプロテイン〈AFP〉160,000 ng/mL（基準 20 以下）。免疫血清
学所見：HBs 抗原陰性、①HCV 抗体陽性。②ICG 試験（15 分値）8 %（基準 10 以
下）。胸腹部造影 CT で肝右葉前区域に③肝内転移 1 個を伴う④径 5 cm の肝細胞
癌を認め、⑤両側肺への転移を認めた。
この患者で肝細胞癌切除手術を適応外と判断する根拠はどれか。
ａ　①
ｂ　②
ｃ　③
ｄ　④
ｅ　⑤"
D023,"25 歳の男性。左頰部の痛みと鼻汁を主訴に来院した。5 日前から感冒症状があっ
た。 3 日前に左頰部の痛みを自覚し左鼻腔から膿性鼻汁が出現した。左頰部の痛み
が増強したため来院した。体温 37.2 ℃。頰部の皮膚に発赤および腫脹を認めな
い。鼻鏡検査で左鼻腔内に膿性鼻汁を認めた。
診断はどれか。
ａ　鼻せつ
ｂ　三叉神経痛
ｃ　急性副鼻腔炎
ｄ　頰部蜂窩織炎
ｅ　アレルギー性鼻炎"
D024,"30 歳の女性。食後の胃もたれを主訴に来院した。高校生の頃から食後の胃もた
れを自覚するようになった。大学受験や就職直後に症状が増強することがあった。
3 か月前から週 3 回と頻度が増えたため受診した。体重減少や発熱はない。既往歴
や家族歴に特記すべきことはない。身長 160 cm、体重 56 kg。体温 36.2 ℃。脈拍
64/分、整。血圧 120/70 mmHg。眼瞼結膜と眼球結膜とに異常を認めない。心音
と呼吸音とに異常を認めない。腹部は平坦、軟で、圧痛を認めない。血液所見：赤
血球 468 万、Hb 13.9 g/dL、Ht 42 %、白血球 5,300、血小板 21 万。血液生化学所
見：総蛋白 7.8 g/dL、アルブミン 4.3 g/dL、総ビリルビン 0.9 mg/dL、AST 22
U/L、ALT 16 U/L、LD 180 U/L（基 準 124～222）、ALP 80 U/L（基 準 38～113）、
γ-GT 21 U/L（基 準 9 ～32）、ア ミ ラ ー ゼ 92 U/L（基 準 44～132）、尿 素 窒 素 12
mg/dL、クレアチニン 0.6 mg/dL。CRP 0.1 mg/dL。尿素呼気試験は陰性。上部
消化管内視鏡検査では異常を認めない。
この患者に対する治療で用いられないのはどれか。
ａ　漢方薬
ｂ　NSAID
ｃ　抗うつ薬
ｄ　酸分泌抑制薬
ｅ　消化管運動調節薬"
D033,"23 歳の男性。職場に行けないことを主訴に来院した。 2 か月前に商品発注のミ
スで取引先の会社から苦情を受け上司からも強く叱責された。その後、気分が晴れ
ず、仕事に前向きになれない。夜は仕事のことが頭から離れず寝つきが悪くなった
が、休日には趣味のサークル活動を以前と変わらず楽しめていた。 1 週間前から、
朝会社に行こうとすると動悸がするようになり休んでいる。既往歴と家族歴に特記
すべきことはない。受診後、自宅療養することとなり動悸は軽快した。また、会社
から上司が叱責したことへの謝罪を受け、取引先を変更してもらったところ、 3 か
月後から復職が可能となった。
診断はどれか。
ａ　うつ病
ｂ　社交不安障害
ｃ　概日リズム障害
ｄ　適応障害〈適応反応症〉
ｅ　心的外傷後ストレス障害"
D036,"15 歳の女子。体重減少を心配した母親に伴われて来院した。 3 か月前から体重
が 5 kg 減少した。意識は清明。身長 157 cm、体重 38 kg。体温 36.8 ℃。脈拍
120/分、整。血圧 126/68 mmHg。呼吸数 24/分。SpO2 99 %（room air）。皮膚は湿
潤。前頸部の腫脹を認める。心音と呼吸音とに異常を認めない。腹部は平坦、軟
で、肝・脾を触知しない。下腿に浮腫を認めない。軽度の手指振戦を認める。血液
所見：赤血球 450 万、Hb 12.7 g/dL、Ht 38 %、白血球 6,800、血小板 26 万。血液
生化学所見：総蛋白 6.8 g/dL、アルブミン 3.6 g/dL、総ビリルビン 0.9 mg/dL、
AST 26 U/L、ALT 27 U/L、LD 220 U/L（基準 124～222）、尿素窒素 16 mg/dL、
クレアチニン 0.4 mg/dL、尿酸 4.5 mg/dL、空腹時血糖 96 mg/dL、HbA1c 5.0 %
（基準 4.9～6.0）、総コレステロール 122 mg/dL、トリグリセリド 140 mg/dL、Na
140 mEq/L、K 4.0 mEq/L、Cl 99 mEq/L。CRP 0.3 mg/dL。
診断に必要な検査はどれか。
ａ　頭部 MRI
ｂ　抗 GAD 抗体
ｃ　アルギニン負荷試験
ｄ　手根骨エックス線撮影
ｅ　遊離サイロキシン〈FT4〉"
D038,"56 歳の女性。腰背部および四肢の痛みを主訴に来院した。 5 年前から腰背部お
よび四肢の痛みが出現した。半年前に夫が肺癌で死去。その頃から痛みが悪化し、
自宅近くの診療所で処方された NSAID を内服したが改善しないため受診した。最
近、就寝中に下肢の痛がゆい不快な感覚があり動かすと消失する。体重に増減はな
い。体温 36.2 ℃。脈拍 80/分、整。血圧 120/76 mmHg。手指遠位指節間関節や近
位指節間関節に骨棘を触れる。全身の関節に圧痛を認めるが、腫脹を認めない。両
側僧帽筋上縁中央部や臀部上外側を含め体幹や四肢の広い範囲で、触診時に顔をし
かめるような仏痛反応を認める。脊椎の可動域に異常を認めない。四肢体幹の筋力
低下を認めない。四肢に運動感覚障害を認めない。尿所見に異常を認めない。赤沈
8 mm/ 1 時間。血液所見：赤血球 425 万、Hb 12.8 g/dL、Ht 40 %、白血球 4,200、
血小板 19 万。血液生化学所見：総蛋白 7.0 g/dL、AST 21 U/L、ALT 16 U/L、
LD 140 U/L（基準 124～222）、尿素窒素 10 mg/dL、クレアチニン 0.4 mg/dL、CK
48 U/L（基 準 41～153）、TSH 3.5 μU/mL（基 準 0.2～4.0）、コ ル チ ゾ ー ル 12.4
μg/dL（基準 5.2～12.6）。免疫血清学所見：CRP 0.1 mg/dL、リウマトイド因子
〈RF〉陰性、抗核抗体陰性。
この患者の全身の仏痛の原因はどれか。
ａ　脊椎関節炎
ｂ　線維筋痛症
ｃ　関節リウマチ
ｄ　変形性関節症
ｅ　リウマチ性多発筋痛症"
D039,"歳の男児。テーブルに置かれていた加熱式たばこのスティックを食べたため救
急車で搬入された。発見時に母親が口腔内のたばこ葉を吐き出させ、救急車内で 2
回嘔吐した。泣いているが、意識は清明。体温 36.9 ℃。心拍数 110/分、整。血圧
100/64 mmHg。呼吸数 30/分。
適切な対応はどれか。
ａ　胃洗浄
ｂ　気道確保
ｃ　経過観察
ｄ　多量飲水
ｅ　血液浄化法"
D040,"74 歳の女性。蛋白尿を指摘されて来院した。昨年の特定健康診査で蛋白尿を指
摘されたが、症状がなかったのでそのままにしていた。今年の特定健康診査でも蛋
白尿を指摘されて受診した。既往歴に特記すべきことはない。体調不良はなく就業
しており、自宅で時々測定している血圧は 120/70 mmHg 前後である。体重は増減
なく安定しているが、両下腿にごく軽度の圧痕性浮腫を認める。尿所見：比重
1.015、pH 6.0、蛋白 3 ＋、糖（－）、潜血（－）、随時尿の尿蛋白/クレアチニン比
は 2.5 g/gCr（基準 0.15 未満）。尿沈渣に赤血球 1 ～ 4 /HPF、白血球 1 ～ 4 /HPF、
硝子円柱 1 ～ 4 /HPF、顆粒円柱と幅広円柱を少数認める。血液生化学所見：クレ
アチニン 0.7 mg/dL、eGFR 61.6 mL/分/1.73 m2
。腹部超音波検査では腎臓に異
常を認めない。
最も考えられるのはどれか。
ａ　IgA 腎症
ｂ　膜性腎症
ｃ　多発性囊胞腎
ｄ　微小変化型ネフローゼ症候群
ｅ　特発性半月体形成性糸球体腎炎"
D042,"3 歳の男児。呼吸困難を主訴に母親に連れられて来院した。 1 週間前から夜間の
咳嗽が出現し、昨夜から呼吸困難が出現したため救急外来を受診した。意識は清
明。身長 92 cm、体重 13 kg。体温 37.2 ℃。座位で脈拍 120/分、整。血圧 110/78
mmHg。呼吸数 36/分。SpO2 96 %（room air）。両側鎖骨上窩に径 2 cm の腫瘤を触
知する。心音は異常なく、胸部に stridor を聴取する。腹部は平坦、軟で、肝・脾
を触知しない。血液所見：赤血球 450 万、Hb 12.1 g/dL、Ht 38 %、白血球 20,000
（芽球 14 %、好中球 27 %、好酸球 3 %、単球 6 %、リンパ球 50 %）、血小板 35 万。
胸部エックス線写真で縦隔に大きな腫瘤陰影を認める。仰臥位で呼吸困難とチア
ノーゼが急速に出現し、SpO2 は 74 % に低下した。座位に戻しマスク 10 L/分の酸
素投与で SpO2 は 98 % に改善し、呼吸困難は軽減した。
適切な対応はどれか。
ａ　開胸手術
ｂ　気管挿管
ｃ　胸腔穿刺
ｄ　気管支拡張薬吸入
ｅ　座位の励行を指示して帰宅"
D045,"69 歳の女性。不随意運動を主訴に来院した。15 年前に右手の振戦が出現し、動
作が遅くなったため受診したところ、Parkinson 病と診断された。抗 Parkinson 病
薬を内服し、症状は改善した。 5 年前から歩行困難が出現した。 1 年前から抗
Parkinson 病薬の効果が持続しなくなり、時間により歩行不能が出現するように
なった。抗 Parkinson 病薬を増量したところ、体幹や上下肢を不規則に繰り返し動
かす不随意運動が出現し、座位も保てなくなった。
下線部の不随意運動はどれか。
ａ　チック
ｂ　ジストニア
ｃ　静止時振戦
ｄ　ジスキネジア
ｅ　ミオクローヌス"
D046,"65 歳の男性。定期受診で来院した。自宅近くの診療所を糖尿病と高血圧症で通
院し、ビグアナイド薬、DPP-4 阻害薬およびアンジオテンシン受容体拮抗薬が処
方されている。自覚症状はない。喫煙歴と飲酒歴はない。運動に毎日 7,000 歩を歩
いている。身長 164 cm、体重 60 kg。脈拍 72/分、整。血圧 118/72 mmHg。家庭
血圧 120 台/70 台。胸部と腹部とに異常を認めない。アキレス腱反射は両側で消失
している。尿所見：蛋白 3 ＋、潜血（－）、沈渣に赤血球 1 ～ 2 /HPF、白血球
0 ～ 1 /HPF、円柱はない。随時尿の尿蛋白 500 mg/dL、尿クレアチニン 250
mg/dL。血液所見：赤血球 300 万、Hb 10.0 g/dL、Ht 33 %、白血球 6,200、血小
板 31 万。血液生化学所見：尿素窒素 25 mg/dL、クレアチニン 1.2 mg/dL、eGFR
48.0 mL/分/1.73 m2
、尿酸 6.0 mg/dL、血糖 120 mg/dL、HbA1c 7.2 %（基準 4.9～
6.0）、Na 142 mEq/L、K 5.0 mEq/L、Cl 108 mEq/L。
この患者の腎機能低下を抑制するために追加する薬剤はどれか。
ａ　尿酸降下薬
ｂ　SGLT2 阻害薬
ｃ　カルシウム拮抗薬
ｄ　スルホニル尿素薬
ｅ　陽イオン交換樹脂製剤"
D048,"3 歳の女児。 3 歳児健康診査で初めて心雑音を指摘され、両親に連れられて来院
した。保育園での生活に支障はないという。既往歴と家族歴に特記すべきことはな
い。心音はⅡ音の固定性分裂を認める。胸骨左縁第 2 肋間を最強点とする
Levine 2/6 の収縮期雑音と胸骨左縁下部を中心に Levine 2/6 の拡張期雑音とを聴
取する。腹部は平坦、軟で、肝を触知しない。心エコー検査では直径 12 mm 程度
の心房中隔欠損症を認め、右心房と右心室の拡大を伴う。肺高血圧症を示唆する所
見はない。
心房中隔欠損症に関する両親への説明で適切なのはどれか。
ａ　「遺伝性の発症が多い疾患です」
ｂ　「保育園での運動は控えましょう」
ｃ　「小児期に不整脈を生じることが多いです」
ｄ　「心臓の負担をとるために塩分制限が必要です」
ｅ　「適切なタイミングで欠損孔の閉鎖治療が必要か考えます」"
D052,"19 歳の男性。白血球増多の精査を目的に来院した。 1 週間前に発熱と咽頭痛が
出現し自宅近くの診療所を受診した際、白血球増多を指摘されたため紹介受診し
た。体温 37.8 ℃。脈拍 92/分、整。血圧 118/76 mmHg。眼瞼結膜と眼球結膜とに
異常を認めない。両側扁桃の発赤と腫大があり、表面に白苔を認める。両側頸部に
径 2 cm の圧痛を伴うリンパ節を複数触知する。心音と呼吸音とに異常を認めな
い。腹部は平坦、軟で、肋骨弓下に肝を 2 cm 触知する。脾は触知しない。血液所
見：赤血球 493 万、Hb 14.3 g/dL、Ht 44 %、白血球 26,000（桿状核好中球 1 %、
分葉核好中球 7 %、好酸球 0 %、好塩基球 0 %、単球 2 %、リンパ球 75 %、異型リ
ンパ球 15 %）、血小板 18 万。血液生化学所見：総ビリルビン 1.3 mg/dL、直接ビ
リルビン 0.7 mg/dL、AST 202 U/L、ALT 268 U/L、LD 637 U/L（基準 124～222）、
ALP 306 U/L（基準 38～113）、クレアチニン 0.9 mg/dL、尿酸 7.1 mg/dL。CRP
0.9 mg/dL。
この患者への対応で適切なのはどれか。
ａ　経過観察
ｂ　血漿交換
ｃ　アシクロビル投与
ｄ　アンピシリン投与
ｅ　殺細胞性抗癌薬投与"
D055,"78 歳の男性。入院中に肺炎を発症し喀痰検査を施行したところ多剤耐性緑膿菌
を検出した。
感染予防策で適切なのはどれか。
ａ　個室管理は必要ない。
ｂ　N95 マスクを着用し診察する。
ｃ　病室に出入りする人全員が同様に予防策を理解する。
ｄ　手袋を使用して患者に接触した場合、手袋を外せば手洗いは必要ない。
ｅ　痰の吸引をしなければ Personal Protective Equipment〈PPE〉は必要ない。"
D058,"63 歳の男性。下痢を主訴に来院した。50 歳時から飲酒後に上腹部痛と背部痛を
繰り返すため自宅近くの診療所に通院し、禁酒指導を受けていた。55 歳から通院
を中断していた。半年前から 1 日 8 回の下痢が持続するため 8 年ぶりに受診した。
飲酒は日本酒 5 合/日を 43 年間。身長 168 cm、体重 45 kg。胸部と腹部とに異常を
認めない。血液所見：赤血球 402 万、Hb 12.1 g/dL、Ht 40 %、白血球 4,200、血
小板 18 万。血液生化学所見：総蛋白 6.8 g/dL、アルブミン 3.5 g/dL、総ビリル
ビン 0.8 mg/dL、AST 17 U/L、ALT 28 U/L、LD 199 U/L（基準 124～222）、ALP
43 U/L（基 準 38～113）、ア ミ ラ ー ゼ 40 U/L（基 準 44～132）、血 糖 96 mg/dL、
HbA1c 6.2 %（基準 4.9～6.0）、CA19-9 36 U/L（基準 37 以下）。腹部超音波検査で
膵臓にびまん性の石灰化を認めたが、腫瘤は指摘されなかった。
この患者にみられるのはどれか。
ａ　黒色便
ｂ　脂肪便
ｃ　粘血便
ｄ　灰白色便
ｅ　兎糞状便"
D059,"24 歳の女性。職場で過量服薬を繰り返すため通院中の精神科を受診した。小学
生までは生活面と成績に問題なく、教師から高い評価を受けていた。中学生ごろか
ら学校で突然怒り出すようになり、高校生から男性と交際して別れることを繰り返
すようになった。20 歳ごろから交際相手と別れ話が出るたびに自傷行為を繰り返
していた。22 歳で大学卒業後、事務職として就職。精神科の通院を開始して、抗
うつ薬と睡眠薬の処方を受けるようになった。職場でミスを指摘されると、一度に
10 錠程度の睡眠薬を内服することを繰り返していた。
診断はどれか。
ａ　双極性障害
ｂ　統合失調症
ｃ　自閉スペクトラム症
ｄ　注意欠如多動性障害〈注意欠如多動症〉
ｅ　パーソナリティ障害〈パーソナリティ症〉"
D060,"56 歳の女性。頭痛を主訴に来院した。10 年前から高血圧症でカルシウム拮抗薬
を内服している。 2 年前の冬から両手指が蒼白になることに気づいた。 6 か月前か
ら両手指の腫れが出現した。 2 週間前から頭痛が出現し持続したため受診した。意
識 は 清 明。身 長 165 cm、体 重 52 kg。体 温 36.5 ℃。脈 拍 100/分、整。血 圧
176/102 mmHg（ 1 か月前は 120/80 mmHg）。呼吸数 16/分。SpO2 96 %（room air）。
手指から前腕まで皮膚硬化を認める。心音と呼吸音とに異常を認めない。腹部は平
坦、軟で、肝・脾を触知しない。両下腿に圧痕性浮腫を認める。神経診察で異常を
認めない。尿所見：蛋白 1 ＋、潜血 1 ＋。血液所見：赤血球 406 万、Hb 10.9
g/dL、Ht 40 %、網赤血球 1.2 %、白血球 4,300（好中球 69 %、好酸球 1 %、好塩基
球 1 %、単球 8 %、リンパ球 21 %）、血小板 15 万。血液生化学所見：総蛋白 7.5
g/dL、アルブミン 3.6 g/dL、総ビリルビン 1.1 mg/dL、AST 28 U/L、ALT 16
U/L、LD 197 U/L（基 準 124～222）、γ-GT 32 U/L（基 準 9 ～32）、CK 122 U/L（基
準 41～153）、尿 素 窒 素 40 mg/dL、ク レ ア チ ニ ン 1.8 mg/dL（ 1 か 月 前 は 0.7
mg/dL）、Na 139 mEq/L、K 4.8 mEq/L、Cl 97 mEq/L、血 漿 レ ニ ン 活 性 8.6
ng/mL（基準 1.2～2.5）。免疫血清学所見：CRP 0.5 mg/dL、抗核抗体 160 倍（基
準 20 以下）、抗 RNA ポリメラーゼⅢ抗体陽性。腹部超音波検査で腎尿路系に異常
を認めない。
この患者に適切な治療薬はどれか。
ａ　β 遮断薬
ｂ　ループ利尿薬
ｃ　グルココルチコイド
ｄ　抗コリンエステラーゼ薬
ｅ　アンジオテンシン変換酵素〈ACE〉阻害薬"
