ID,Question
62,"7 歳の男児。2 週間前からの 38 度台の発熱と全身倦怠感を主訴に母親に連れられて来院した。1 か月前の運動中に左大腿を痛め、痛みが続いている。近医で抗菌薬を投与されたが、改善はみられなかった。身長 125 cm、体重 28 kg。体温 38.2 ℃。脈拍 120/分、規則正しい。血圧 110/70 mmHg。顔色はやや蒼白、両大腿に皮下出血斑を数カ所認める。肝脾触知せず、リンパ節腫脹を触れない。下肢関節は腫脹を認めず、可動域制限はない。血液所見：赤血球 300 万/µL、Hb 8.2 g/dL、Ht 26%、白血球 20,000/µL（桿状核好中球 4%、分葉核好中球 12%、好酸球 1%、単球 3%、リンパ球 80%）、血小板 3 万/µL。血液生化学所見：総蛋白 7.1 g/dL、アルブミン 4.2 g/dL、総ビリルビン 0.5 mg/dL、AST 48 U/L、ALT 22 U/L、LD 540 U/L（基準値 190～365）、CRP 1.0 mg/dL。左大腿骨エックス線で骨破壊性の病変を認めず。骨髄穿刺を行ったところ芽球を多数認めた。可能性が高い疾患はどれか。
 ａ 急性リンパ性白血病
 ｂ 急性骨髄性白血病
 ｃ 慢性骨髄性白血病
 ｄ 再生不良性貧血
 ｅ 感染性関節炎"
63,"70 歳の女性。近所の人から、自宅周囲を徘徊して誰かの名前を呼び続けていると通報され、救急車で搬入された。
 
 現病歴：
 1 週間前から食欲が低下し、便秘が続いていた。2 日前に家族が帰宅した際、患者が日中にもかかわらず周囲の状況がわからないような行動をしていた。今朝は眠気が強く会話がかみ合わず、幻覚を訴えはじめたため救急を要請された。
 
 既往歴：
 2 型糖尿病で内服治療中。脂質異常症の指摘あり。飲酒歴はない。
 
 家族歴：
 特記すべきことはない。
 
 生活歴：
 喫煙歴は 30 本/日 を 20 年間。3 年前に禁煙。
 
 現 症：
 声かけには反応するが、意識は混濁気味。身長 156 cm、体重 68 kg。BMI 27.9。体温 36.5 ℃。心拍数 82/分、整。血圧 108/66 mmHg。呼吸数 15/分。SpO2 98％（room air）。皮膚に黄染を認める。眼瞼結膜は軽度貧血様。甲状腺腫は触知しない。前胸部にくも状血管腫が散在し、手掌紅斑を認める。腹部は平坦、軟。肝を触知しないが、脾を左肋骨弓下に 1.5 cm 触知する。軽度の下腿浮腫がみられる。
 
 検査所見：
 血液所見：赤血球 398 万、Hb 11.8 g/dL、白血球 4,000、血小板 10 万、PT-INR 1.2（基準 0.9～1.1）。
 血液生化学所見：総蛋白 6.8 g/dL、アルブミン 3.2 g/dL、総ビリルビン 4.5 mg/dL、AST 56 U/L、ALT 42 U/L、γ-GT 60 U/L（基準 9～32）、コリンエステラーゼ 160 U/L（基準 201～421）、アンモニア 200 μg/dL（基準 18～48）、尿素窒素 14 mg/dL、クレアチニン 0.8 mg/dL、血糖 130 mg/dL、HbA1c 7.4％（基準 4.9～6.0）、Na 139 mEq/L、K 3.9 mEq/L、Ca 8.8 mg/dL。
 
 頭部単純 CT で異常を認めない。
 
 42 治療で適切なのはどれか。
 ａ 新鮮凍結血漿の輸血
 ｂ ラクチュロースの投与
 ｃ 生理食塩水の点滴静注
 ｄ アルブミン製剤の点滴静注
 ｅ 分岐鎖アミノ酸製剤の点滴静注"
64,"70 歳の女性。長年にわたり 2 型糖尿病および高血圧症で通院している。現在、ビグアナイド薬、DPP-4 阻害薬、アンジオテンシン受容体拮抗薬を服用中。喫煙歴と飲酒歴はない。自覚症状はなく、日常的に適度な運動を行っている。身長 158 cm、体重 58 kg。脈拍 68/分、整。血圧 116/74 mmHg。尿所見：蛋白 2＋、潜血（－）、沈渣で赤血球 2 ～ 3 /HPF、白血球 1 ～ 2 /HPF。血液所見：赤血球 310 万、Hb 10.5 g/dL、Ht 34%、白血球 5,800、血小板 28 万。生化学所見：尿素窒素 24 mg/dL、クレアチニン 1.3 mg/dL、eGFR 45 mL/分/1.73 m2、尿酸 5.8 mg/dL、血糖 118 mg/dL、HbA1c 7.1%、Na 141 mEq/L、K 4.8 mEq/L、Cl 109 mEq/L。
 この患者の腎機能低下を抑制するために、追加が推奨される薬剤はどれか。
 a SGLT2 阻害薬
 b カルシウム拮抗薬
 c β 遮断薬
 d スルホニル尿素薬
 e 尿アルカリ化薬"
65,70 歳の女性。脳梗塞で入院治療し、リハビリテーション後に自宅退院して 2 か月が経過した。現在は①アパートでパートナーと二人暮らしをしている。左上下肢に中等度の運動麻痺が残存し、②階段の昇降が困難である。以前は③合唱サークルに積極的に参加していたが、サークル会場が二階にあり、エレベーターがないため、④参加を見合わせている。最近は意欲の低下が著しく、⑤外出もほとんどしていない。\n\n下線部のうち、国際生活機能分類(ICF)の参加制約に分類されるのはどれか。\na) ①\nb) ②\nc) ③\nd) ④\ne) ⑤
66,"70歳の男性。2か月前に進行胃癌と診断された。既に肝転移が認められているが、本人の希望もあり積極的な抗癌治療は行わずに自宅療養を選択している。患者は週1回の訪問看護と月2回の訪問診療を受け、疼痛管理のために内服薬を使用している。独居だが、日常生活は訪問看護師のサポートを受けながら自立している。本日の定期訪問診療の際、患者は「漢方薬を試してみたい」と強い意向を示している。対応で誤っているのはどれか。 
 
 ａ 患者の希望に耳を傾ける。
 ｂ 漢方の効果や副作用に関する情報を確認する。
 ｃ 症状や効果を観察し、必要であれば処方薬の調整を検討する。
 ｄ 患者の意思決定を尊重せず、一方的に使用を禁じる。
 ｅ 医療チーム内で情報共有し、方針を検討する。"
67,"70歳の男性。歩行障害を主訴として来院した。1年前から足が思うように動かせなくなり、徐々に症状が進行している。6か月前から尿失禁が目立つようになり、3か月前から物忘れがひどくなってきたという。身体所見では、足裏が床に貼りつくような歩行を認め、特に立ち上がり時に動き出しが困難である。上肢の筋力低下や感覚障害は認めない。頭部MRIでは大脳皮質の萎縮を伴わない脳室拡大が確認される。この患者の歩行障害はどれか。
 
 ａ 鶏歩
 ｂ 小刻み歩行
 ｃ 動揺性歩行
 ｄ はさみ足歩行
 ｅ マグネット歩行"
68,"72 歳の女性。2 か月前から夜間の寝汗、微熱および持続する湿性咳嗽が続いている。5 年前から全身性エリテマトーデス〈SLE〉でステロイド剤と免疫抑制薬により治療を受けている。最近になって寝汗と微熱が目立つため受診したが、心音及び呼吸音に明らかな異常は認めない。胸部エックス線写真では右上肺野に空洞を伴う陰影がみられた。この患者で空気感染予防策の適用の要否を判定するために、最も優先して行うべき検査はどれか。 
 
 ａ 喀痰抗酸菌染色
 ｂ 喀痰抗酸菌培養
 ｃ ツベルクリン反応
 ｄ 気管支肺胞洗浄液培養
 ｅ 結核菌特異的インターフェロンガンマ放出試験〈IGRA〉"
69,"72 歳の女性。健康診断で行った肝炎ウイルス検査で「C 型肝炎ウイルスに感染している可能性が高い」と判定され受診した。若い頃に産後出血で輸血を受けた既往歴がある。喫煙歴はない。飲酒は機会飲酒。脈拍 72/分、整。血圧 128/70 mmHg。眼瞼結膜に異常を認めず、心音・呼吸音も正常である。腹部は平坦・軟で、肝・脾は触知しない。血液所見：赤血球 470 万、Hb 14.2 g/dL、白血球 5,800、血小板 18 万。血液生化学所見：総蛋白 7.2 g/dL、アルブミン 4.4 g/dL、総ビリルビン 0.8 mg/dL、AST 22 U/L、ALT 25 U/L、γ-GT 30 U/L（基準 10～47）、尿素窒素 13 mg/dL、クレアチニン 0.6 mg/dL、eGFR 80.2 mL/分/1.73 m2。免疫血清学所見：HBs 抗原陰性、HBs 抗体陰性、HBc 抗体陰性、HCV 抗体陽性、HCV-RNA 陽性。腹部超音波検査で明らかな異常を認めない。第一選択薬として最も適切なのはどれか。 a インターフェロン b 核酸アナログ製剤 c グルココルチコイド d ウルソデオキシコール酸 e 直接作用型抗ウイルス薬〈direct acting antivirals〉"
70,"72 歳の女性。左胸痛を主訴に来院した。1 か月前から左前胸部付近に疼痛が出現し、1 週間前から左顔面と左上肢の腫脹が生じてきた。意識は清明。身長 156 cm、体重 50 kg。体温 36.1 ℃、脈拍 92/分、整。血圧 130/70 mmHg。呼吸数 18/分。SpO2 96 %（room air）。視診で左胸部から頸部および上肢にかけての腫脹を認める。血液検査では CEA 68 ng/mL（基準 5 以下）が認められた。胸部エックス線写真で左上肺野縦隔側に腫瘤を認め、胸腹部造影 CT で腫瘍による上大静脈圧排と左副腎への転移を認めた。肺癌と診断し、左上肺野縦隔側腫瘤に対する放射線治療を行うこととした。
 
 この患者に対する放射線治療で期待される主な効果はどれか。
 
 - ａ 完全寛解
 - ｂ 症状の軽減
 - ｃ 遠隔転移の抑制
 - ｄ 分子標的治療薬の効果増強
 - ｅ 腫瘍免疫の誘導"
71,"72 歳の女性。進行食道扁平上皮癌に対して化学放射線療法を施行中である。嚥下障害が進行し十分な経口摂取が困難となったため、先週より経鼻胃管による栄養管理を開始した。鼻翼から 60 cm の長さまで胃管を挿入し、経管栄養を 1 日 4 回、食事の代わりに投与していた。翌朝、看護師が定時観察で胃管の位置を確認すると、鼻翼から 35 cm 程度しか挿入されていないことが判明し主治医に報告した。直前の投与時には明らかな異常は認めなかったという。これまで同様に経管栄養を実施するにあたって、再度胃管を用いる際の対応として最も適切なのはどれか。
 
 ａ そのまま再度投与を開始する。
 ｂ 胃管を 60 cm の位置まで差し込み直し、投与を再開する。
 ｃ 胃管を 60 cm の位置まで差し込み直し、空気を注入して心窩部で聴取し問題なければ再開する。
 ｄ 胃管を 60 cm の位置まで差し込み直し、水を注入して抵抗の有無を確認し再開する。
 ｅ 胃管を 60 cm の位置まで差し込み直し、胸部エックス線写真で先端が胃内にあることを確認してから再開する。"
72,"72 歳の男性。2 か月前から肉眼的血尿が持続しており来院した。意識は清明。身長 170 cm、体重 78 kg。体温 36.8 ℃。脈拍 72/分、整。血圧 120/68 mmHg。腹部診察では腫瘤を触知しない。尿所見：蛋白（－）、糖（－）、潜血3＋、沈渣に赤血球多数。胸部 X 線・腹部 CT と骨シンチグラフィで異常を認めない。膀胱鏡検査では膀胱内に乳頭状の腫瘍を認めた。
 
 まず行うべき治療として最も適切なのはどれか。
 
 - a シスプラチンを用いた全身化学療法
 - b 根治的膀胱全摘除術
 - c BCG 膀胱内注入療法
 - d 経尿道的膀胱腫瘍切除術
 - e 免疫チェックポイント阻害薬"
73,"72 歳の男性。倦怠感と手足のしびれ感を主訴に来院した。\n\n現病歴 ： 2 週間前から全身倦怠感が生じ、特に手足のしびれ感が徐々に増強してきた。食欲低下もあり、最近は簡単な家事も行いにくくなっているため受診した。\n\n既往歴 ： 約 10 年前から高血圧症で降圧薬を服用。3 年前に脳梗塞を発症し、左下肢にわずかな運動障害が残存している。\n\n生活歴 ： 妻と二人暮らし。飲酒は機会飲酒。喫煙歴はない。\n\n家族歴 ： 父が脳梗塞、母が心不全。\n\n現 症 ： 意識は清明。身長 165 cm、体重 58 kg。体温 36.6 ℃、心拍数 88/分、整。血圧 136/82 mmHg、呼吸数 16/分、SpO2 97 ％（room air）。神経学的診察では左下肢の軽度筋力低下を認めるが、その他に異常はない。\n\n検査所見 ：\n尿所見：蛋白（－）、糖（－）、潜血（－）。\n血液所見：赤血球 410 万、Hb 12.8 g/dL、Ht 38 ％、白血球 6,400、血小板 22 万。\n血液生化学所見：総蛋白 7.3 g/dL、アルブミン 4.0 g/dL、総ビリルビン 0.8 mg/dL、AST 18 U/L、ALT 16 U/L、LD 170 U/L（基準値 124～222）、尿素窒素 18 mg/dL、クレアチニン 0.9 mg/dL、血糖 105 mg/dL、Na 140 mEq/L、K 4.1 mEq/L、Cl 101 mEq/L、Ca 7.2 mg/dL。CRP 0.1 mg/dL。\n頭部単純 CT で明らかな新規病変を認めない。\n\n49 この患者に認められる可能性が高い所見はどれか。\n\na 多 尿\nb テタニー\nc Barré 徴候\nd Trousseau 徴候\ne 固定姿勢保持困難（asterixis）\n"
74,"72 歳の男性。呼吸困難を主訴に来院した。
 
 # 現病歴
 
 1 か月前から労作時の呼吸困難が生じるようになり、徐々に悪化。2 週間前から軽度の発熱と乾性咳嗽を伴うようになったため、近医を受診。胸部エックス線写真と CT 検査で右肺の広範な浸潤影を認め、精査目的で当科に紹介となった。
 
 # 既往歴
 
 6 年前に左肺上葉切除術を受けた（原発性肺癌）。以後、定期的に通院していたが、半年前より自己判断で受診を中断していた。
 
 # 生活歴
 
 70 歳まで会社員。妻と 2 人暮らし。30 歳から 65 歳まで 20 本/日を喫煙。飲酒歴はなし。
 
 # 家族歴
 
 特記すべきことなし。
 
 # 現症
 
 意識は清明。身長 165 cm、体重 57 kg。体温 37.5 ℃。脈拍 88/分、整。血圧 128/76 mmHg。呼吸数 18/分。SpO2 94 %（room air）。眼瞼結膜に軽度貧血様の所見を認める。頸静脈怒張なし。心音整、呼吸音は右肺野を中心に捻髪音を聴取する。腹部は平坦、軟で肝・脾を触知しない。
 
 # 検査所見
 
 尿所見：蛋白（－）、糖（－）、潜血（－）。
 血液所見：赤血球 370 万、Hb 12.5 g/dL、Ht 35 %、白血球 9,100、血小板 26 万。
 血液生化学所見：総蛋白 6.3 g/dL、アルブミン 3.2 g/dL、総ビリルビン 0.8 mg/dL、AST 24 U/L、ALT 18 U/L、LD 270 U/L（基準 124～222）、尿素窒素 22 mg/dL、クレアチニン 0.9 mg/dL。
 胸部 CT では右肺全体にわたる浸潤影があり、再発性肺癌と薬剤性間質性肺炎との鑑別を要する所見であった。気管支鏡検査で肺生検を施行した結果、薬剤性間質性肺炎の可能性が高いと診断。直ちにステロイドパルス療法を含む加療が開始された。
 
 初期治療後も呼吸状態の改善が不十分となり、さらに 2 週間が経過して長期の人工呼吸管理が必要な状況となった。
 
 61 この時点での呼吸管理で適切な処置はどれか。
 
 - a 気管切開術
 - b ECMO 導入
 - c 経鼻エアウェイ留置
 - d マウスピース型人工呼吸器による換気補助
 - e 非侵襲的陽圧換気〈NPPV〉導入"
75,"72 歳の男性。最近、就寝後しばらくしてから突然大声をあげて起き上がり、両手を振り回して何かと戦っているように見えるという。妻が声をかけるとすぐに目を覚まし、「夢を見ていた」とはっきり答えることが多い。翌朝になると、その夢の内容をよく覚えているという。日中の活動に異常はない。血液検査や頭部 MRI に異常を認めず、パーキンソニズムの初期症状を思わせるわずかな動作緩慢を認める程度である。この患者の睡眠障害はどれか。
 
 ａ 夜間せん妄
 ｂ 睡眠時遊行症
 ｃ ナルコレプシー
 ｄ むずむず脚症候群
 ｅ レム〈REM〉睡眠行動障害"
76,"72 歳の男性。突然の胸痛と呼吸困難を主訴に救急外来を受診した。前夜は飲酒の後、就寝前に激しい嘔吐が数回みられたという。来院時の意識は清明。顔色は蒼白。体温 36.3℃。心拍数 110/分、整。血圧 165/97 mmHg。呼吸数 22/分。SpO2 97％（酸素 6L/分 マスク投与下）。皮膚は著明に発汗を認める。胸部聴診では左側の呼吸音がやや減弱し、心音に異常所見はない。血液所見：赤血球 450 万、Hb 16.8 g/dL、Ht 50％、白血球 18,000、血小板 30 万。CRP 1.4 mg/dL。心電図に虚血性変化なし。胸部 X 線写真では左胸水を疑う陰影がみられる。最も考えられる診断はどれか。
 
 ａ 胃食道逆流症
 ｂ 大動脈瘤破裂
 ｃ 食道アカラシア
 ｄ Boerhaave 症候群
 ｅ Mallory-Weiss 症候群"
77,"72 歳の男性。慢性閉塞性肺疾患（COPD）の既往があり、肺炎治療目的で 2 週間の抗菌薬投与を受けて入院中。抗菌薬投与開始から 8 日目より、水様性下痢が 1 日 6 回出現している。肺炎は改善に向かっているが、下痢は持続している。意識は清明。体温 36.8 ℃、脈拍 76/分、整。血圧 130/78 mmHg。呼吸数 18/分。SpO2 96 %（room air）。心音と呼吸音に異常を認めない。腹部は平坦で下腹部に軽度の圧痛をみとめるが、反跳痛はない。血液所見：赤血球 410 万、Hb 12.8 g/dL、白血球 9,500、血小板 25 万。血液生化学所見：総蛋白 7.1 g/dL、アルブミン 3.8 g/dL、総ビリルビン 0.9 mg/dL、AST 28 U/L、ALT 32 U/L、LD 165 U/L（基準 124～222）、CRP 1.5 mg/dL。腹部エックス線写真で異常を認めない。 この時点で実施すべき検査はどれか。 a 便潜血 b 便培養 c 腹部 CT d 便中 Clostridioides difficile トキシン e 便中カルプロテクチン"
78,"72歳の男性。10年前に右手の振戦と動作の遅さを主訴に受診し、Parkinson病と診断された。抗Parkinson病薬の内服を開始後、症状はある程度改善したが、3年前から薬の効果が持続しない時間帯が目立つようになり、歩行困難が増悪してきた。最近、薬の効果が切れて歩けなくなる期間が長くなったため抗Parkinson病薬の用量を増量したところ、体幹や四肢に不規則で大きな振れを伴う不随意運動が出現するようになり、食事や会話もままならなくなった。
 
 この不随意運動はどれか。
 ａ チック
 ｂ ジストニア
 ｃ 振戦
 ｄ ジスキネジア
 ｅ バリスムス"
79,72歳の男性。①糖尿病で薬物療法を受けている。1年前に脳梗塞を発症し、片麻痺に対するリハビリテーションを週2回受けている。②妻と二人暮らしで、③年金を主な収入源として生活している。食事摂取、排泄、着替えは自立して行っているが、右手の麻痺のため入浴時の背中の洗浄が困難である。④会話には支障がなく、認知機能の低下もみられない。要介護認定は⑤要支援2である。介護予防ケアプランに基づいて予防給付（介護予防サービス）を利用している。 予防給付（介護予防サービス）が利用できる根拠となるのはどれか。\n\na ①\nb ②\nc ③\nd ④\ne ⑤
80,"73 歳の女性。ここ半年ほど、家の廊下を歩く子どもを何度も見かけると言っていたが、家族は見たことがなく不思議に思っていた。本人は「その子どもはいつも挨拶をしない」と繰り返し訴えている。気分の落ち込みはなく、最近でも習い事に楽しく通っているという。寝言や睡眠中に暴れることなどは認められない。
 歩行はやや前かがみで、小刻み歩行がみられる。上肢の動きが少なく、歯車様の筋強剛を認める。腱反射および感覚障害に異常はない。頭部 MRI では大脳皮質に全般的な萎縮がみとめられるが、脳血管疾患を示唆する病変はない。
 血液検査でも特記すべき異常は認められない。
 0 この患者に適切な薬剤はどれか。
 
 ａ ドネペジル
 ｂ スボレキサント
 ｃ リスペリドン
 ｄ ビペリデン
 ｅ デュロキセチン"
81,"75 歳の女性。右足のしびれ感を主訴に来院した。自宅近くの医院で糖尿病と脂質異常症の治療を受けている。50 本/日を 45 年間の喫煙歴がある。2 か月前から 100 m 程度歩くと右足が重だるくなり休息を必要としていた。バイタルサインに異常はなく、心音と呼吸音にも異常を認めない。右足の冷感があり、右足背動脈と右後脛骨動脈の拍動が減弱している。足関節上腕血圧比（ABI）で右側 0.65、左側 1.10 であった。右下肢の血管造影では大腿浅動脈に高度の狭窄が認められる。 この患者への指導で適切でないのはどれか。 
 ａ 「禁煙を継続してください」
 ｂ 「適度な距離を歩く運動療法を行ってください」
 ｃ 「足を温めて血流を保つように注意してください」
 ｄ 「体重を管理し、肥満を避けてください」
 ｅ 「足を冷やすためにこまめに冷湿布をしてください」"
82,75 歳の女性。横断歩道を渡っている最中にトラックにはねられ、救急車で搬送された。搬入時、呼びかけに反応せず、痛み刺激に対して四肢を軽く動かす程度である。体温 36.2 ℃、心拍数 110/分、整。血圧 110/60 mmHg。呼吸数 35/分。SpO2 88 %（リザーバーマスク 10 L/分 酸素投与下）。体格は肥満型。心電図モニターと連続測定血圧計を装着した。動脈血ガス分析（リザーバーマスク 10 L/分 酸素投与下）：pH 7.25、PaCO2 45 Torr、PaO2 58 Torr、HCO3－ 19 mEq/L、BE -7.0 mEq/L、Hb 9.0 g/dL、Ht 28 %。突然、SpO2 が 82 % に低下したため用手換気を行うが胸郭挙上が得られない。経口エアウェイ挿入と下顎挙上を行っても胸郭が挙上しない。気管挿管を試みるが声門を直視できず挿管困難である。頸動脈は拍動を触知できる。直ちに行うべき処置はどれか。\na 体外式膜型人工肺（ECMO）\nb 胸骨圧迫\nc 経静脈的ペーシング\nd 輪状甲状靱帯切開\ne 大動脈内バルーンパンピング（IABP）
83,75 歳の女性。発熱としつこい頭痛を主訴に来院した。1 か月前から食欲不振と全身倦怠感があり、家族によると数日前から意識がぼんやりとして会話に精彩を欠くようになったという。神経診察では軽度の項部硬直と左眼の内転障害を認める。脳脊髄液所見：外観はやや混濁、初圧 210 mmH2O（基準 70～170）、細胞数 200/mm3（主に単核球）（基準 30～20）、糖 35 mg/dL（基準 50～75）、蛋白 140 mg/dL（基準 15～45）、アデノシンデアミナーゼ〈ADA〉 20 IU/L（基準 8 以下）。頭部単純 CT で髄液腔の拡大はみとめない。診断はどれか。 a クリプトコッカス髄膜炎 b 結核性髄膜炎 c 細菌性髄膜炎 d 多発性硬化症 e 全身性エリテマトーデス
84,"78 歳の男性。数日前から会話がかみ合わず、買い物から帰宅した際に財布を冷蔵庫に入れようとするなどの行動がみられた。今朝は声をかけてもぼんやりとしていて反応が遅いため、家族が救急要請した。
 
 既往歴：高血圧、脂質異常症。定期受診中だが薬の内服管理は家族任せ。
 
 生活歴：自宅では禁酒であるが、近隣で晩酌している可能性あり。喫煙歴はなし。
 
 現 症：会話は可能だが、質問に答えるまでに時間がかかる。身長 158 cm、体重 70 kg。BMI 28.0。体温 36.2 ℃。脈拍 84/分、整。血圧 110/68 mmHg。呼吸数 15/分。SpO2 97％（room air）。眼球結膜に黄染はわずかに認めるのみ。皮膚のくも状血管拡張と手掌紅斑をわずかに認める。心音と呼吸音に異常を認めない。腹部は平坦で軟、肝は触知しないが肋骨弓下に脾を軽度触知する。
 
 検査所見：
 血液所見：赤血球 410 万、Hb 13.5 g/dL、白血球 4,000、血小板 11 万、PT-INR 1.1（基準 0.9～1.1）。
 血液生化学所見：総蛋白 7.2 g/dL、アルブミン 3.3 g/dL、総ビリルビン 2.1 mg/dL、AST 65 U/L、ALT 58 U/L、γ-GT 70 U/L（基準 9～32）、コリンエステラーゼ 180 U/L（基準 201～421）、アンモニア 160 μg/dL（基準 18～48）、尿素窒素 14 mg/dL、クレアチニン 0.7 mg/dL、血糖 132 mg/dL、HbA1c 6.8％（基準 4.9～6.0）、Na 141 mEq/L、K 4.0 mEq/L、Ca 9.0 mg/dL。
 頭部単純 CT で異常を認めない。
 
 この患者にみられる神経所見はどれか。
 a 筋力低下
 b 羽ばたき振戦（asterixis）
 c 四肢不随意運動
 d 病的反射の亢進
 e 痙直性歩行"
85,"78歳の女性。自宅の階段で転倒し、右大腿骨転子部骨折と診断されて入院した。手術後2週間が経過し、歩行器を使用して短距離の歩行が可能である。認知機能は明瞭で、夫と2人暮らし。本人は在宅復帰を希望しており、リハビリテーションへの意欲も高い。患者の退院先として最も適切なのはどれか。 
 
 ａ 介護医療院 
 ｂ 特定機能病院 
 ｃ グループホーム 
 ｄ 特別養護老人ホーム 
 ｅ 回復期リハビリテーション病院"
86,"79 歳の女性。自宅のベッドから転落し、頭部を強打したため救急搬送された。
 
 現病歴：寝たきりではないが、起き上がる際によろめくことがある。今回も転落直後は会話可能だったが、救急搬送途中から意識レベルが低下してきた。
 
 既往歴：70 歳時に脳梗塞を発症し、その後アスピリンを継続内服している。
 
 生活歴：一人暮らし。喫煙歴はない。飲酒は機会飲酒。
 
 家族歴：特記すべきことはない。
 
 現 症：受傷から約 40 分後の来院。意識レベルは GCS8（E2V2M4）。体温 36.5 ℃。心拍数 88/分、整。血圧 145/85 mmHg。呼吸数 20/分。SpO2 95％（マスク酸素 5 L/分 投与中）。鼻出血と後頭部に挫創を認める。左瞳孔 3 mm、右瞳孔 5 mm で右瞳孔の対光反射は遅延している。四肢の運動は指示に従えるが、右上肢に軽度の脱力を認める。
 
 迅速簡易超音波検査（FAST）では腹腔内や心嚢内液体貯留を認めない。
 
 優先すべき対応で適切なのはどれか。
 ａ 中心静脈カテーテルの挿入
 ｂ 気管挿管
 ｃ 胸腔ドレナージ
 ｄ 昇圧薬の持続静注
 ｅ 脳室ドレナージ"
87,"80 歳の女性。長年の慢性閉塞性肺疾患（COPD）で在宅酸素療法（鼻カニューラ1 L/分）中。2 日前から痰量の増加と呼吸困難が悪化し、本日救急搬送された。体温 36.8℃、脈拍 100/分、血圧 128/76 mmHg、呼吸数 28/分。SpO2 88％（鼻カニューラ1 L/分 酸素投与下）。両肺に wheezes を聴取し、中等量の痰がある。意識清明。下腿浮腫は認めない。動脈血ガス分析（鼻カニューラ1 L/分 酸素投与下）では pH 7.31、PaCO2 64 Torr、PaO2 58 Torr、HCO3- 32 mEq/L であった。次に行うべき治療として最も適切なのはどれか。
 
 ａ 気管挿管
 ｂ 非侵襲的陽圧換気（NPPV）
 ｃ 抗生剤投与
 ｄ ヘリウム・酸素吸入混合ガス投与
 ｅ リザーバー付マスク 10 L/分酸素投与"
88,"80 歳の男性。血痰を主訴に来院した。
 
 # 現病歴
 2 か月前から軽度の咳嗽が持続し、2 週間前から血痰を認めるようになった。喀痰細胞診で異常細胞の疑いがあり、精査のため当院を受診した。
 
 # 既往歴
 5 年前に胃癌で胃部分切除術を受け、その後再発は認めていない。
 
 # 生活歴
 60 歳まで建設業に従事。喫煙は 30 本/日を 40 年間。飲酒は日本酒 1 合/日。
 
 # 家族歴
 父が肺癌。
 
 # 現症
 身長 165 cm、体重 58 kg。体温 36.0 ℃。脈拍 80/分、整。血圧 130/80 mmHg。呼吸数 18/分。SpO2 97 %（room air）。腋窩リンパ節は触知しない。心音と呼吸音に異常を認めない。
 
 # 検査所見
 血液所見：白血球 7,000、赤血球 420 万、Hb 14.0 g/dL、血小板 22 万
 血液生化学所見：AST 23 U/L、ALT 20 U/L、LD 230 U/L（基準 120～240）
 胸部エックス線で左肺上葉に腫瘤影を認める。胸部 CT でも同部位の腫瘍性病変が疑われた。
 2 回行った気管支鏡検査では確定診断に至らなかった。
 
 60 次に行うべき検査はどれか。
 
 - a 経皮的肺生検
 - b 腹部エコー
 - c PET-CT 検査
 - d 骨シンチグラフィ
 - e 頭部造影 MRI"
89,"80 歳の男性。突然の下背部痛と腹部膨満感を主訴に救急車で来院した。
 
 現病歴：
 本日早朝、突如右腰部を中心とする下背部痛が出現し、徐々に腹部膨満感も強まったため救急受診した。痛みは安静にしていても改善せず、体動によって増悪する。既往歴として高血圧症と脂質異常症があり内服治療中。
 
 生活歴：
 現在は妻と二人暮らし。以前は30 年近く喫煙していたが、ここ 5 年は禁煙中。飲酒は週に数回程度のビール 350 mL。
 
 家族歴：
 特記すべき遺伝性疾患はない。
 
 現 症：
 意識清明。身長 165 cm、体重 65 kg。体温 36.5 ℃。心拍数 110/分、整。血圧 90/60 mmHg。呼吸数 20/分。SpO2 98 %（room air）。全腹部が膨隆し、特に臍周囲に拍動性の腫瘤を触知する。腸雑音はやや減弱。腰部痛は体位変換で増強し、視診で皮下出血などは認めない。
 
 検査所見：
 血液所見：赤血球 380 万、Hb 10.8 g/dL、Ht 33 %、白血球 9,500、血小板 18 万。血液生化学所見：総蛋白 6.6 g/dL、アルブミン 3.5 g/dL、総ビリルビン 0.9 mg/dL、AST 28 U/L、ALT 32 U/L、LD 190 U/L（基準 124～222）、CK 80 U/L（基準 41～153）、尿素窒素 20 mg/dL、クレアチニン 1.0 mg/dL、Na 138 mEq/L、K 4.1 mEq/L、Cl 102 mEq/L。CRP 2.5 mg/dL。
 
 腰椎 X 線写真では明らかな骨変形や骨折を認めない。腹部超音波検査では臍周囲に径 6 cm の低エコー領域を認める。
 
 最も疑われる疾患はどれか。
 ａ 腹部大動脈瘤破裂
 ｂ 急性膵炎
 ｃ 虚血性大腸炎
 ｄ 急性胆嚢炎
 ｅ 腸閉塞"
